VCC,Date,Time,VOBC,Train Number,Position,Time Difference Between Time-Out and Last Known Position (Seconds),Direction,Chainage (Meters),Last Known Station
VCC3,2018/11/15,11:42:49,214,14,3104- 76,-3,GD1,0.0,
VCC3,2018/11/15,11:46:33,230,30,3090- 76,-10,GD1,0.0,
VCC3,2018/11/15,20:00:00,211,11,3102- 76,-3,GD1,0.0,
VCC3,2018/11/16,10:00:40,235,35,3104- 76,-5,GD1,0.0,
VCC3,2018/11/16,10:16:32,211,11,3095- 76,-8,GD1,0.0,
VCC3,2018/11/16,11:44:21,222,22,3104- 76,-8,GD1,0.0,
VCC3,2018/11/16,13:22:39,202,2,3013- 69,-8,GD1,0.0,DISE
VCC3,2018/11/16,13:38:59,109,9,3003- 69,-15,GD1,0.0,DISE
VCC3,2018/11/16,23:50:58,202,2,3079- 65,7,GD1,0.0,
VCC3,2018/11/16,00:27:28,202,2,3013/ 18,30,GD0,0.0,DISE
VCC3,2018/11/17,09:53:48,233,33,3104- 78,9,GD1,0.0,
VCC3,2018/11/17,09:56:57,218,18,3102- 76,-4,GD1,0.0,
VCC3,2018/11/17,14:11:06,221,21,3104- 78,7,GD1,0.0,
VCC3,2018/11/17,14:14:58,219,19,3102- 76,-5,GD1,0.0,
VCC3,2018/11/17,14:52:30,229,29,3107/ 16,-1,GD0,0.0,
VCC3,2018/11/18,09:44:30,217,17,3107- 76,-3,GD1,0.0,
VCC3,2018/11/18,09:48:54,236,36,3104- 76,-1,GD1,0.0,
VCC3,2018/11/18,09:52:28,206,6,3102- 76,-6,GD1,0.0,
VCC3,2018/11/18,14:13:28,214,14,3107- 76,1,GD1,0.0,
VCC3,2018/11/18,14:21:18,231,31,3003/ 18,-10,GD0,0.0,DISE
VCC3,2018/11/18,14:59:22,232,32,3102- 76,-8,GD1,0.0,
VCC3,2018/11/18,15:22:33,131,31,3095- 68,-7,GD1,0.0,
VCC3,2018/11/19,09:52:35,227,27,3104- 74,2,GD1,0.0,
VCC3,2018/11/19,10:02:32,233,33,3107- 76,-3,GD1,0.0,
VCC3,2018/11/19,10:44:22,120,20,3095- 68,-11,GD1,0.0,
VCC3,2018/11/19,10:52:08,233,33,3107- 76,-9,GD1,0.0,
VCC3,2018/11/19,11:37:10,205,5,3094/ 80,4,GD0,0.0,
VCC3,2018/11/19,14:23:36,125,25,3079- 73,-3,GD1,0.0,
VCC3,2018/11/19,17:21:47,120,20,3095- 71,-4,GD1,0.0,
VCC3,2018/11/20,09:41:23,101,1,3079- 73,5,GD1,0.0,
VCC3,2018/11/20,09:48:56,233,33,3107- 76,-12,GD1,0.0,
VCC3,2018/11/20,11:30:50,224,24,3104- 76,0,GD1,0.0,
VCC3,2018/11/20,14:18:35,228,28,3086/ 72,-11,GD0,0.0,DIL2
VCC3,2018/11/20,15:46:46,223,23,3104- 76,-1,GD1,0.0,
VCC3,2018/11/20,16:03:18,207,7,3102- 76,6,GD1,0.0,
VCC3,2018/11/20,00:02:14,237,37,3079- 73,-7,GD1,0.0,
VCC3,2018/11/21,09:38:44,128,28,3079- 73,-7,GD1,0.0,
VCC3,2018/11/21,09:50:09,224,24,3104- 74,-8,GD1,0.0,
VCC3,2018/11/21,09:56:38,233,33,3102- 76,3,GD1,0.0,
VCC3,2018/11/21,10:14:20,234,34,3107- 76,-2,GD1,0.0,
VCC3,2018/11/21,11:07:00,234,34,3107- 76,-3,GD1,0.0,
VCC3,2018/11/21,11:27:52,205,5,3104- 74,-2,GD1,0.0,
